Methane (ppb),Moisture,Temperature,Humidity,R2611E,R2600,R2602,R2611C,RMQ4
2100.70715,20582.543,26.67,55.95,48084.59906,24372.15496,31174.78061,34230.24621,54108.59287
2099.28955,20957.33,26.85,56.7,48148.62996,23995.55837,30349.28753,33730.62553,53256.50251
2097.97055,21332.3525,26.97,57.45,48052.63847,23600.35966,29696.43608,33252.52311,52445.2527
2096.8483,21747.0935,27.1,58.15,47872.18378,23192.48082,28970.59648,32751.53574,51699.63306
2095.693,22167.418,27.25,58.85,47593.10141,22809.66571,28377.52605,32301.5456,51053.92189
2094.66895,22585.131,27.385,59.35,47306.32781,22458.0489,27780.83406,31863.7144,50444.67883
2093.97155,22897.066,27.485,57.7,47109.85573,22508.05241,27752.65057,32059.81487,51337.89995
2094.16015,22406.6925,27.615,56.45,47099.55036,23179.42224,28347.30172,32637.77565,52041.30077
2094.11155,22129.907,27.73,56.35,47102.12549,23530.05452,28481.34837,32737.0931,51892.68281
2093.7871,22177.761,27.83,56.7,47115.00786,23587.88015,28379.85081,32577.54765,51415.27046
2093.2815,22409.5725,27.955,57.15,46830.41228,23462.69795,28070.53613,32284.59666,50874.84216
2092.7184,22717.875,28.04,57.45,46715.8405,23250.88336,27772.92427,31965.00868,50401.41275
2092.502,22913.3985,28.145,56.6,46609.3243,23382.40047,27775.17976,32146.62929,50877.76206
2093.1239,22747.845,28.25,56.1,46627.05076,23519.40157,27872.36655,32221.12952,50883.61927
2093.88575,22597.0165,28.35,54.7,46710.75629,23955.44032,28291.62703,32637.77565,51780.92179
2095.12475,22107.8035,28.46,53.7,46863.59581,24503.30993,28835.49628,33086.18502,52328.43781
2096.151,21770.4055,28.53,53.05,47027.53228,24908.60086,29280.12632,33409.73334,52698.85244
2096.7816,21529.47,28.625,52.5,47394.66144,25223.29184,29609.49418,33628.14662,52954.52038
2096.90405,21352.6875,28.67,52.1,47608.83122,25486.91789,29928.05859,33807.80281,53183.89097
2097.05325,21195.6355,28.73,51.75,47909.23999,25736.34758,30279.96097,33979.77413,53376.84018
2097.33695,21066.7555,28.8,51.45,48121.93428,25922.93557,30547.01385,34126.94046,53504.00592
2097.4763,20959.7955,28.85,51.25,48282.48113,26084.71533,30751.93035,34237.96401,53644.47622
2097.59665,20871.2265,28.89,50.95,48508.74746,26220.99562,30976.16638,34365.08528,53862.79964
2097.66235,20772.097,28.96,50.7,48638.83188,26340.56979,31149.31366,34477.31067,54040.47741
2097.73255,20678.639,28.99,50.45,48878.82433,26475.63741,31421.28098,34608.96071,54225.66596
2097.8718,20585.7025,29.065,50.2,49079.4099,26578.92323,31554.52632,34717.68328,54431.6011
2097.97715,20499.709,29.08,50,49387.03822,26712.58032,31812.54722,34877.79178,54685.09786
2098.05735,20411.507,29.095,49.8,49751.42275,26810.78792,32110.17951,35053.47322,54957.25622
2098.32825,20337.981,29.12,49.55,50214.67526,26860.09225,32369.50131,35190.17317,55319.22183
2098.6781,20246.4305,29.145,49.35,50586.41638,26896.61603,32698.17429,35324.45756,55726.16943
2098.98635,20175.916,29.165,49.15,51077.48668,26978.5256,33131.68633,35577.38426,56124.39866
2099.48595,20095.7845,29.225,49.05,51654.54759,26989.32917,33472.34042,35750.32734,56674.6414
2099.7644,20035.709,29.235,48.85,52692.64371,27073.82008,34163.88732,36090.11822,57312.76784
2100.137,19983.406,29.245,48.65,60876.38608,28773.82158,39988.24711,39627.11354,59623.28442
2100.8596,19937.7675,29.26,48.55,65081.49798,27200.19055,42605.66683,39573.41469,62335.85895
2101.86535,19906.715,29.3,48.55,63665.96021,24797.33331,41800.69018,37802.7911,64014.95029
2102.78955,19875.672,29.295,48.5,64524.59147,25994.42805,42284.1233,38978.8521,65206.38344
2103.32005,19866.664,29.32,48.4,67206.10723,25611.69694,44349.1561,39511.37327,66028.39348
2104.05945,19835.4855,29.35,48.3,70240.20039,25689.04277,46503.22175,40157.33483,67385.45035
2104.71315,19796.5455,29.35,48.25,64105.797,22989.2107,42878.13193,36712.5606,66775.33995
2104.8346,19789.1745,29.375,48.35,49565.87097,24377.74601,32307.19922,34154.64459,60806.54611
2103.4718,19913.073,29.4,48.6,49537.90901,26323.95586,32400.72658,35047.08225,57384.47745
