Methane (ppb),Moisture,Temperature,Humidity,R2611E,R2600,R2602,R2611C,RMQ4
2100.70715,20582.543,26.67,55.95,51471.93114,22176.735,25661.88777,35407.38477,88739.76241
2099.28955,20957.33,26.85,56.7,51439.11501,21818.46492,25036.12661,34912.81453,87238.10702
2097.97055,21332.3525,26.97,57.45,51427.18817,21462.61842,24454.46816,34418.01161,85680.09669
2096.8483,21747.0935,27.1,58.15,51439.11501,21109.2986,23881.8471,33918.7544,84346.68612
2095.693,22167.418,27.25,58.85,51314.13388,20783.259,23363.04821,33451.44834,83022.56055
2094.66895,22585.131,27.385,59.35,51151.24118,20467.66187,22874.42882,33010.06338,81941.62853
2093.97155,22897.066,27.485,57.7,51059.81026,20492.60822,22826.68026,33222.98496,83379.35172
2094.16015,22406.6925,27.615,56.45,51077.48663,21087.13558,23327.91417,33818.41561,85047.93976
2094.11155,22129.907,27.73,56.35,51118.76538,21404.08361,23450.31991,33918.74678,85005.14165
2093.7871,22177.761,27.83,56.7,51048.03021,21431.37112,23315.63618,33748.76138,84339.63834
2093.2815,22409.5725,27.955,57.15,50951.04031,21323.27509,23106.53989,33460.40636,83358.7014
2092.7184,22717.875,28.04,57.45,50784.22635,21133.00639,22824.97955,33140.50391,82519.48994
2092.502,22913.3985,28.145,56.6,50690.97762,21243.64921,22828.38371,33314.67722,83475.88301
2093.1239,22747.845,28.25,56.1,50723.00139,21362.84772,22904.32289,33379.9826,83482.78476
2093.88575,22597.0165,28.35,54.7,50656.08526,21721.19799,23215.98503,33827.51809,85190.87178
2095.12475,22107.8035,28.46,53.7,50912.91729,22193.91922,23700.54822,34273.55074,86350.03971
2096.151,21770.4055,28.53,53.05,51106.96703,22551.51715,24098.11138,34602.67048,87163.46789
2096.7816,21529.47,28.625,52.5,51302.25999,22794.36872,24364.68248,34817.41859,87778.83978
2096.90405,21352.6875,28.67,52.1,51549.63584,23024.49596,24658.21378,35005.42365,88135.08366
2097.05325,21195.6355,28.73,51.75,51696.61484,23229.93504,24916.30185,35188.55914,88570.61812
2097.33695,21066.7555,28.8,51.45,51947.18898,23398.25459,25150.9231,35340.68994,88886.29603
2097.4763,20959.7955,28.85,51.25,52175.37254,23527.39015,25359.0564,35467.71056,89095.29529
2097.59665,20871.2265,28.89,50.95,52426.78055,23650.37325,25513.79332,35608.57866,89453.38982
2097.66235,20772.097,28.96,50.7,52643.01864,23750.85202,25678.94159,35697.48202,89751.17922
2097.73255,20678.639,28.99,50.45,52854.50409,23864.61016,25827.36902,35836.46246,89987.53226
2097.8718,20585.7025,29.065,50.2,53045.44296,23949.97726,25967.8429,35951.26304,90360.07372
2097.97715,20499.709,29.08,50,53453.07834,24074.24967,26187.86335,36130.42305,90591.33296
2098.05735,20411.507,29.095,49.8,53849.91334,24151.4624,26444.1372,36305.90862,90912.06442
2098.32825,20337.981,29.12,49.55,54277.84671,24200.36195,26681.73368,36467.373,91178.21289
2098.6781,20246.4305,29.145,49.35,54652.05986,24225.32504,26892.31593,36599.07513,91575.99696
2098.98635,20175.916,29.165,49.15,55288.90347,24325.54868,27199.10109,36861.26338,91911.25616
2099.48595,20095.7845,29.225,49.05,55897.23008,24336.7214,27517.6964,37038.86358,92298.29487
2099.7644,20035.709,29.235,48.85,56864.80745,24433.8505,28049.93779,37405.23737,92696.62551
2100.137,19983.406,29.245,48.65,65240.82547,25942.56332,32615.5067,41148.28198,93308.45587
2100.8596,19937.7675,29.26,48.55,68742.80473,24644.93253,34334.01323,41189.02735,92381.02852
2101.86535,19906.715,29.3,48.55,66882.6443,22552.40505,33605.92908,39335.95385,92754.99322
2102.78955,19875.672,29.295,48.5,68120.84012,23680.81319,34065.50345,40510.95279,94857.18057
2103.32005,19866.664,29.32,48.4,70772.50198,23357.77325,35602.00834,41098.11565,94770.39829
2104.05945,19835.4855,29.35,48.3,73743.53063,23407.12035,37286.60409,41820.31246,95031.17018
2104.71315,19796.5455,29.35,48.25,67121.44211,20991.24757,34019.53385,38184.70337,95118.37899
2104.8346,19789.1745,29.375,48.35,53811.29535,22161.19612,26486.14958,35269.35527,98061.44628
2103.4718,19913.073,29.4,48.6,54092.38252,23798.66123,26613.83937,36250.10834,95662.48517
2102.46045,20073.71,29.41,49,60569.72765,25507.8164,29661.61281,39933.18914,94269.90225
2102.01865,20283.18,29.435,49.4,68241.76489,24831.16809,33075.91682,41096.12521,91121.64151
2102.2772,20515.0465,29.485,49.7,68518.14758,23301.61414,32548.92823,39945.0097,91057.05877
2102.2937,20762.41,29.54,50.1,69764.8382,22782.47807,32626.29258,40091.24808,90479.55507
2102.37515,21005.1575,29.57,50.5,69205.97788,21740.50849,32037.55053,38908.91011,89711.90844
2102.31765,21249.0605,29.645,50.75,70454.24774,21283.79649,32256.36248,38812.66617,88493.9317
2102.2688,21482.251,29.735,51.05,67670.31139,20132.6199,30720.47295,37147.48066,88005.9318
2101.80385,21708.1475,29.795,51.35,65060.35232,21069.11419,28952.64344,37082.72058,90034.99404
2101.1819,21933.21,29.845,51.5,65937.1878,20841.75415,29127.15637,37277.77421,89002.2949
2100.80005,22108.218,29.895,51.45,68237.34124,20791.54251,30021.62221,37788.2435,87960.4536
2100.5204,22174.8945,29.99,51.2,68958.89493,20089.64759,30226.20566,37291.90056,86792.02911
2100.39505,22124.289,30.035,50.75,68159.42491,19576.47638,29738.80404,36802.36061,88371.47668
2100.15565,21945.867,30.065,50.25,72820.47375,20386.70666,31419.0486,38651.56502,88624.47435
2100.0808,21718.926,30.115,49.65,72542.02347,19751.63512,31445.6876,38342.93937,88770.56747
2099.9916,21433.964,30.13,49.05,70027.04008,19044.4856,30303.04076,37087.85425,89079.77529
2099.7976,21099.49,30.125,48.45,70881.01988,19956.78178,30447.42055,37983.24174,92208.17573
2099.39595,20702.4285,30.11,47.75,71051.7568,19597.21978,30582.10687,37889.41612,92414.15821
2099.03905,20285.6495,30.08,47.15,72273.80952,20145.53402,30984.1262,38655.08147,94562.71354
2098.7173,19895.1785,30.045,46.9,73854.27605,20399.61735,31497.33479,39209.34416,95231.97003
2098.45645,19640.9655,29.975,47,74809.15986,20155.58839,31735.35237,39134.73375,94597.27047
2098.2401,19518.722,29.93,47.45,77882.3635,20412.03214,32802.11701,40150.77921,94355.85055
2098.2106,19543.9425,29.855,48.1,75846.13849,19506.31057,32081.63463,38490.51703,92124.99745
2098.00915,19673.1535,29.77,48.8,73236.6923,19331.1541,30733.57463,37586.99569,93283.11349
2097.58155,19863.208,29.71,49.55,76833.51336,19904.84475,31948.32129,38801.37546,92265.24008
2097.3319,20079.114,29.63,50.3,78771.63954,19551.1304,32533.23308,38741.46094,90272.75711
2097.27855,20313.12,29.585,51,76430.39195,18366.35885,31713.34961,36809.2814,86999.69138
2097.18685,20560.795,29.495,51.65,75623.68424,18586.70331,31426.70173,37168.55666,87824.17624
2096.9265,20806.5245,29.48,52.3,74368.3124,18382.89412,30817.63012,36690.16499,87530.26641
2096.584,21044.8545,29.445,52.85,73357.26153,18168.17451,30385.32549,36251.77181,86984.8208
2096.1565,21280.8055,29.395,53.35,77240.4128,18642.32582,31611.88843,37323.72373,85737.98272
2096.0449,21515.931,29.36,53.85,78537.33908,18307.49867,31828.54953,36939.46212,83877.92742
2095.8888,21746.6495,29.33,54.3,71531.99053,17482.09043,29481.02685,35130.5668,85119.35207
2095.4819,21963.259,29.335,54.7,72252.42349,17594.70799,29527.87126,35311.48198,84522.7858
2095.06495,22178.4675,29.33,55,72531.26484,17535.29509,29487.18399,35235.38442,83815.4583
2094.7732,22383.1475,29.345,55.3,72209.69283,17300.73729,29377.87098,34944.7083,82817.95147
2094.48155,22583.0705,29.33,55.6,74402.05508,17472.54827,29914.20875,35389.46184,82357.49758
2094.3027,22772.116,29.335,55.85,74678.79468,17264.30567,30037.93378,35199.87991,80463.55962
2094.20445,22952.6855,29.35,56.05,72790.32521,16778.69232,29382.77006,34446.0787,79700.62714
2093.9496,23132.8555,29.39,56.3,70875.70821,16470.73265,28670.59503,33842.69578,80057.96874
2093.63235,23303.877,29.425,56.45,71233.79704,16565.72266,28609.27057,33900.4706,79796.07778
2093.3854,23469.107,29.445,56.6,70782.81619,16427.62968,28358.92056,33691.38575,79383.96239
2093.0806,23630.662,29.48,56.75,71395.69725,16451.92673,28459.13468,33751.787,78719.96981
2092.85925,23795.322,29.52,56.85,71130.40707,16246.29342,28281.21905,33442.5202,78059.71224
2092.6979,23942.573,29.565,56.95,72017.95699,16284.96527,28466.14656,33676.31263,77699.72903
2092.46715,24089.2745,29.65,57,70006.806,15941.33181,27721.15278,32903.65279,77505.74645
2092.19155,24227.145,29.7,57.05,66046.38168,15637.01079,26354.13218,32150.95374,78757.68122
2091.6588,24354.994,29.775,57.1,65188.51338,15655.34439,25724.24855,31782.18694,78832.02508
2091.2008,24479.584,29.84,57.1,64638.82915,15603.45828,25527.7483,31773.91413,78385.48451
2090.70765,24598.4915,29.915,57.05,66701.03085,15906.84533,26071.42553,32371.22989,78084.22519
2090.43265,24704.329,29.965,56.8,70321.53094,16116.86656,27058.62764,32982.31366,78053.52107
2090.3041,24698.2225,30,56.2,67451.72383,15769.18894,26270.80794,32721.22854,77517.84294
2090.0675,24503.135,30.085,55.35,70087.85132,16112.56751,27070.56725,33231.84416,77815.31062
2089.9508,24168.2695,30.13,54.35,70189.2436,15877.69879,27230.82396,33320.60491,77943.42004
2089.8519,23778.7645,30.14,53.35,66738.10929,15607.60226,26158.92151,32629.1606,79497.70228
2089.5073,23260.4845,30.165,52.25,68043.78471,16108.24876,26431.55108,33368.09388,81941.62853
2089.1,22679.165,30.16,51.25,68317.90551,16786.683,26418.22236,34441.13778,85423.12977
2088.64415,22099.466,30.14,50.3,69285.26696,16684.99149,26793.67019,34467.93844,85492.44141
2088.42655,21503.4625,30.13,49.55,69285.26696,16878.75892,26712.58032,34979.84043,86821.64548
2088.1854,21021.7655,30.07,49.2,70684.99204,17196.93089,27246.16424,35492.21578,88051.47914
2087.9762,20691.9795,30.045,49.25,72953.0736,17319.59011,27899.57593,35989.65604,87223.16326
2087.78405,20549.3455,29.945,49.6,75508.01309,17457.05662,28522.33026,36424.77137,87297.89417
2087.74865,20549.237,29.885,50.15,77188.79655,17379.30997,28951.7196,36471.03225,85198.04744
2087.8098,20631.74,29.805,50.85,70597.66311,16191.43175,27084.67992,34405.54506,83877.9201
